,url,description,images,name,brand_name,in_stock,barcode,price,size
0,https://www.trendyol.com/de/defacto/t-shirt-weiss-regular-fit-p-682976241,,"[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty972/product/media/images/20230726/12/396923582/903891299/1/1_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty972/product/media/images/20230726/12/396923582/903891299/1/1_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty972/product/media/images/20230726/12/396923582/903891299/1/1_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty972/product/media/images/20230726/12/396923582/903891299/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty972/product/media/images/20230726/12/396923582/903891299/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty972/product/media/images/20230726/12/396923582/903891299/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty973/product/media/images/20230726/12/396923582/903891299/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty973/product/media/images/20230726/12/396923582/903891299/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty973/product/media/images/20230726/12/396923582/903891299/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty972/product/media/images/20230726/12/396923582/903891299/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty972/product/media/images/20230726/12/396923582/903891299/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty972/product/media/images/20230726/12/396923582/903891299/4/4_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty972/product/media/images/20230726/12/396923582/903891299/5/5_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty972/product/media/images/20230726/12/396923582/903891299/5/5_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty972/product/media/images/20230726/12/396923582/903891299/5/5_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty974/product/media/images/20230726/12/396923582/903891299/6/6_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty974/product/media/images/20230726/12/396923582/903891299/6/6_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty974/product/media/images/20230726/12/396923582/903891299/6/6_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty972/product/media/images/20230726/12/396923582/903891299/7/7_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty972/product/media/images/20230726/12/396923582/903891299/7/7_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty972/product/media/images/20230726/12/396923582/903891299/7/7_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty974/product/media/images/20230726/12/396923582/903891299/8/8_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty974/product/media/images/20230726/12/396923582/903891299/8/8_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty974/product/media/images/20230726/12/396923582/903891299/8/8_org_zoom.jpg'}]",T-Shirt - White - Regular fit,DeFacto,False,,,
1,https://www.trendyol.com/de/guess/stiefelette-schwarz-flacher-absatz-p-741415504,,"[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty961/product/media/images/20230705/11/391195439/975357521/1/1_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty961/product/media/images/20230705/11/391195439/975357521/1/1_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty961/product/media/images/20230705/11/391195439/975357521/1/1_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty961/product/media/images/20230705/11/391195439/975357521/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty961/product/media/images/20230705/11/391195439/975357521/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty961/product/media/images/20230705/11/391195439/975357521/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty961/product/media/images/20230705/11/391195439/975357521/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty961/product/media/images/20230705/11/391195439/975357521/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty961/product/media/images/20230705/11/391195439/975357521/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty961/product/media/images/20230705/11/391195439/975357521/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty961/product/media/images/20230705/11/391195439/975357521/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty961/product/media/images/20230705/11/391195439/975357521/4/4_org_zoom.jpg'}]",Ankle Boots - Black - Flat,Guess,False,,,
2,https://www.trendyol.com/de/grimelange/t-shirt-rot-regular-fit-p-117293350,"Casual basics that are anything but basic. Bookmark GRIMELANGE now for color-pop, varsity-inspired sweatshirts, logo tees, and a ready-to-wear line that fuses Scandi minimalism with California cool.","[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty269/product/media/images/20211211/19/9106813/188901888/1/1_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty269/product/media/images/20211211/19/9106813/188901888/1/1_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty269/product/media/images/20211211/19/9106813/188901888/1/1_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty267/product/media/images/20211211/19/9106813/188901888/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty267/product/media/images/20211211/19/9106813/188901888/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty267/product/media/images/20211211/19/9106813/188901888/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty268/product/media/images/20211211/19/9106813/188901888/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty268/product/media/images/20211211/19/9106813/188901888/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty268/product/media/images/20211211/19/9106813/188901888/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty268/product/media/images/20211211/19/9106813/188901888/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty268/product/media/images/20211211/19/9106813/188901888/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty268/product/media/images/20211211/19/9106813/188901888/4/4_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty268/product/media/images/20211211/19/9106813/188901888/5/5_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty268/product/media/images/20211211/19/9106813/188901888/5/5_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty268/product/media/images/20211211/19/9106813/188901888/5/5_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty269/product/media/images/20211211/19/9106813/188901888/6/6_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty269/product/media/images/20211211/19/9106813/188901888/6/6_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty269/product/media/images/20211211/19/9106813/188901888/6/6_org_zoom.jpg'}]",T-Shirt - Red - Regular fit,GRIMELANGE,False,,,
3,https://www.trendyol.com/de/mushi/zweiteiler-grau-regular-fit-p-367815708,,"[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty562/product/media/images/20221013/16/192905739/595652238/1/1_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty562/product/media/images/20221013/16/192905739/595652238/1/1_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty562/product/media/images/20221013/16/192905739/595652238/1/1_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty561/product/media/images/20221013/16/192905739/595652238/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty561/product/media/images/20221013/16/192905739/595652238/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty561/product/media/images/20221013/16/192905739/595652238/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty561/product/media/images/20221013/16/192905739/595652238/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty561/product/media/images/20221013/16/192905739/595652238/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty561/product/media/images/20221013/16/192905739/595652238/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty562/product/media/images/20221013/16/192905739/595652238/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty562/product/media/images/20221013/16/192905739/595652238/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty562/product/media/images/20221013/16/192905739/595652238/4/4_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty563/product/media/images/20221013/16/192905739/595652238/5/5_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty563/product/media/images/20221013/16/192905739/595652238/5/5_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty563/product/media/images/20221013/16/192905739/595652238/5/5_org_zoom.jpg'}]",Two-Piece Set - Gray - Regular fit,Mushi,False,,,
4,https://www.trendyol.com/de/mavi/sweatshirt-weiss-regular-fit-p-334256985,"Mavi', means 'blue' in Turkish. And that was the Istanbul-based brand’s promise when they launched back in 1991: offering a definitive line of blue denim. Since then, Mavi’ has become a global brand, that is well-loved for its 'perfect fit' designed jeans, and trend-led fashion line.","[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty976/product/media/images/20230802/18/399565295/532629590/1/1_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty976/product/media/images/20230802/18/399565295/532629590/1/1_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty976/product/media/images/20230802/18/399565295/532629590/1/1_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty977/product/media/images/20230802/18/399565295/532629590/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty977/product/media/images/20230802/18/399565295/532629590/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty977/product/media/images/20230802/18/399565295/532629590/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty976/product/media/images/20230802/18/399565295/532629590/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty976/product/media/images/20230802/18/399565295/532629590/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty976/product/media/images/20230802/18/399565295/532629590/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty977/product/media/images/20230802/18/399565295/532629590/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty977/product/media/images/20230802/18/399565295/532629590/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty977/product/media/images/20230802/18/399565295/532629590/4/4_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty975/product/media/images/20230802/18/399565295/532629590/5/5_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty975/product/media/images/20230802/18/399565295/532629590/5/5_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty975/product/media/images/20230802/18/399565295/532629590/5/5_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty976/product/media/images/20230802/18/399565295/532629590/6/6_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty976/product/media/images/20230802/18/399565295/532629590/6/6_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty976/product/media/images/20230802/18/399565295/532629590/6/6_org_zoom.jpg'}]",Sweatshirt - White - Regular fit,Mavi,False,,,
5,https://www.trendyol.com/de/bianco-lucci/bluse-rosa-regular-fit-p-350252101,,"[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty526/product/media/images/20220909/16/171312672/561863242/1/1_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty526/product/media/images/20220909/16/171312672/561863242/1/1_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty526/product/media/images/20220909/16/171312672/561863242/1/1_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty526/product/media/images/20220909/16/171312672/561863242/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty526/product/media/images/20220909/16/171312672/561863242/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty526/product/media/images/20220909/16/171312672/561863242/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty525/product/media/images/20220909/16/171312672/561863242/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty525/product/media/images/20220909/16/171312672/561863242/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty525/product/media/images/20220909/16/171312672/561863242/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty527/product/media/images/20220909/16/171312672/561863242/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty527/product/media/images/20220909/16/171312672/561863242/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty527/product/media/images/20220909/16/171312672/561863242/4/4_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty527/product/media/images/20220909/16/171312672/561863242/5/5_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty527/product/media/images/20220909/16/171312672/561863242/5/5_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty527/product/media/images/20220909/16/171312672/561863242/5/5_org_zoom.jpg'}]",Blouse - Pink - Regular fit,Bianco Lucci,True,,,
6,https://www.trendyol.com/de/na-kd/bluse-schwarz-regular-fit-p-729111949,Nothing but style. The Swedish brand designs stylish outfits and accessories – always up-to-date. Instagram aesthetic meets the latest fashion trends. Get inspired!,"[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty919/product/media/images/20230530/18/371709737/958613265/1/1_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty919/product/media/images/20230530/18/371709737/958613265/1/1_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty919/product/media/images/20230530/18/371709737/958613265/1/1_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty919/product/media/images/20230530/18/371709737/958613265/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty919/product/media/images/20230530/18/371709737/958613265/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty919/product/media/images/20230530/18/371709737/958613265/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty919/product/media/images/20230530/18/371709737/958613265/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty919/product/media/images/20230530/18/371709737/958613265/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty919/product/media/images/20230530/18/371709737/958613265/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty922/product/media/images/20230530/18/371709737/958613265/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty922/product/media/images/20230530/18/371709737/958613265/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty922/product/media/images/20230530/18/371709737/958613265/4/4_org_zoom.jpg'}]",Blouse - Black - Regular fit,NA-KD,False,,,
7,https://www.trendyol.com/de/na-kd/bluse-braun-slim-fit-p-699698941,Nothing but style. The Swedish brand designs stylish outfits and accessories – always up-to-date. Instagram aesthetic meets the latest fashion trends. Get inspired!,"[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty859/product/media/images/20230502/22/337600004/925056008/1/1_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty859/product/media/images/20230502/22/337600004/925056008/1/1_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty859/product/media/images/20230502/22/337600004/925056008/1/1_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty859/product/media/images/20230502/22/337600004/925056008/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty859/product/media/images/20230502/22/337600004/925056008/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty859/product/media/images/20230502/22/337600004/925056008/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty860/product/media/images/20230502/22/337600004/925056008/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty860/product/media/images/20230502/22/337600004/925056008/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty860/product/media/images/20230502/22/337600004/925056008/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty860/product/media/images/20230502/22/337600004/925056008/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty860/product/media/images/20230502/22/337600004/925056008/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty860/product/media/images/20230502/22/337600004/925056008/4/4_org_zoom.jpg'}]",Blouse - Brown - Slim fit,NA-KD,False,,,
8,https://www.trendyol.com/de/trendyol-collection/strickweste-beige-regular-fit-p-262069509,"Embrace your unique style – with a wide variety of apparel, footwear and accessories, Trendyol Collection translates the latest runway trends into wearable outfits for your wardrobe. Discover affordable fashion for every occasion and style – from casual & relaxed to smart & elegant. Dress the way you are.","[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty452/product/media/images/20220609/16/123438964/416495748/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty452/product/media/images/20220609/16/123438964/416495748/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty452/product/media/images/20220609/16/123438964/416495748/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty451/product/media/images/20220609/16/123438964/416495748/5/5_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty451/product/media/images/20220609/16/123438964/416495748/5/5_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty451/product/media/images/20220609/16/123438964/416495748/5/5_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty451/product/media/images/20220609/16/123438964/416495748/6/6_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty451/product/media/images/20220609/16/123438964/416495748/6/6_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty451/product/media/images/20220609/16/123438964/416495748/6/6_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty451/product/media/images/20220609/16/123438964/416495748/9/9_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty451/product/media/images/20220609/16/123438964/416495748/9/9_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty451/product/media/images/20220609/16/123438964/416495748/9/9_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty452/product/media/images/20220609/16/123438964/416495748/10/10_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty452/product/media/images/20220609/16/123438964/416495748/10/10_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty452/product/media/images/20220609/16/123438964/416495748/10/10_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty465/product/media/images/20220701/16/133438906/416495748/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty465/product/media/images/20220701/16/133438906/416495748/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty465/product/media/images/20220701/16/133438906/416495748/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty466/product/media/images/20220701/16/133438906/416495748/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty466/product/media/images/20220701/16/133438906/416495748/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty466/product/media/images/20220701/16/133438906/416495748/3/3_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty467/product/media/images/20220701/16/133438906/416495748/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty467/product/media/images/20220701/16/133438906/416495748/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty467/product/media/images/20220701/16/133438906/416495748/4/4_org_zoom.jpg'}]",Sweater Vest - Beige - Regular fit,Trendyol Collection,False,,,
9,https://www.trendyol.com/de/trendyol-collection/kleid-lila-blusenkleid-p-372803002,"Embrace your unique style – with a wide variety of apparel, footwear and accessories, Trendyol Collection translates the latest runway trends into wearable outfits for your wardrobe. Discover affordable fashion for every occasion and style – from casual & relaxed to smart & elegant. Dress the way you are.","[{'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty726/product/media/images/20230210/19/279214899/602620504/1408/1408_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty726/product/media/images/20230210/19/279214899/602620504/1408/1408_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty726/product/media/images/20230210/19/279214899/602620504/1408/1408_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty728/product/media/images/20230210/19/279214899/602620504/1410/1410_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty728/product/media/images/20230210/19/279214899/602620504/1410/1410_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty728/product/media/images/20230210/19/279214899/602620504/1410/1410_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty728/product/media/images/20230210/19/279214899/602620504/1414/1414_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty728/product/media/images/20230210/19/279214899/602620504/1414/1414_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty728/product/media/images/20230210/19/279214899/602620504/1414/1414_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty726/product/media/images/20230210/19/279214899/602620504/1421/1421_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty726/product/media/images/20230210/19/279214899/602620504/1421/1421_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty726/product/media/images/20230210/19/279214899/602620504/1421/1421_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty728/product/media/images/20230210/19/279214899/602620504/1422/1422_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty728/product/media/images/20230210/19/279214899/602620504/1422/1422_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty728/product/media/images/20230210/19/279214899/602620504/1422/1422_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty726/product/media/images/20230210/19/279214899/602620504/1434/1434_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty726/product/media/images/20230210/19/279214899/602620504/1434/1434_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty726/product/media/images/20230210/19/279214899/602620504/1434/1434_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty728/product/media/images/20230210/19/279214899/602620504/1441/1441_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty728/product/media/images/20230210/19/279214899/602620504/1441/1441_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty728/product/media/images/20230210/19/279214899/602620504/1441/1441_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty704/product/media/images/20230126/15/266516894/602620504/2/2_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty704/product/media/images/20230126/15/266516894/602620504/2/2_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty704/product/media/images/20230126/15/266516894/602620504/2/2_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty702/product/media/images/20230126/15/266516894/602620504/4/4_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty702/product/media/images/20230126/15/266516894/602620504/4/4_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty702/product/media/images/20230126/15/266516894/602620504/4/4_org_zoom.jpg'}, {'preview': 'https://cdn.dsmcdn.com/mnresize/200/-/ty704/product/media/images/20230126/15/266516894/602620504/3/3_org_zoom.jpg', 'org': 'https://cdn.dsmcdn.com/mnresize/1000/-/ty704/product/media/images/20230126/15/266516894/602620504/3/3_org_zoom.jpg', 'zoom': 'https://cdn.dsmcdn.com/mnresize/1500/-/ty704/product/media/images/20230126/15/266516894/602620504/3/3_org_zoom.jpg'}]",Dress - Purple - Shirt dress,Trendyol Collection,True,8683048331699,49.99,34
